id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1005674353823959912,"Blueground | UWS, gym & elevator, nr park",107434423,Blueground,Manhattan,Upper West Side,40.7911888,-73.9737101,Entire home/apt,196,31,0,,,842,365,0,
45162346,Faith's Tavern 2,364248132,Faith,Queens,Rosedale,40.65414,-73.72728,Private room,65,30,7,2023-05-02,0.20,2,363,1,
1034798864409873274,Gorgeous view of the Hudson River,19408645,Shaun,Manhattan,Midtown,40.76654,-73.97831,Entire home/apt,1280,1,0,,,12,309,0,Exempt
839373823395998459,The Circle Suite Near JFK + Shopping Mall,535154022,Innocent,Queens,Rosedale,40.66021605418946,-73.73025842524498,Private room,150,30,23,2023-10-10,1.94,1,180,23,
1010700035236114162,Apartment #256: Upper West Side,533234561,Tina,Manhattan,Upper West Side,40.79874,-73.96242,Entire home/apt,119,30,0,,,61,279,0,
852126587355348532,Modern Upper West Side Townhouse Apartment,23768682,Jonathan,Manhattan,Upper West Side,40.7913529,-73.97823939999999,Private room,155,30,1,2023-11-11,0.25,1,102,1,
9768199,WHIMSICAL ARTIST'S 1 BRM Apt near Central Park UWS,50366054,Blake,Manhattan,Upper West Side,40.79937,-73.96193,Entire home/apt,110,30,63,2023-09-24,0.63,1,149,18,
53523753,"Blueground | UWS, pool, doorman, nr Central Park",107434423,Blueground,Manhattan,Upper West Side,40.7911888,-73.9737101,Entire home/apt,223,31,0,,,842,272,0,
42467234,Oasis in the City!,181756,Roslyn,Brooklyn,South Slope,40.66472,-73.98609,Entire home/apt,250,30,11,2022-09-20,0.27,1,358,0,
565773369515481713,Luxe 2 Bedroom w/Parking. Paerdegat Bk!,2219255,Natalie,Brooklyn,Canarsie,40.63129,-73.91032,Entire home/apt,229,30,2,2023-01-01,0.09,6,269,0,
39464655,Cozy room in my home close to Central Park,290845,Majsan,Manhattan,East Harlem,40.79333,-73.94509,Private room,53,30,2,2023-10-24,0.11,1,275,1,
1082049386895627511,Charming Manhattan Private bedroom Rental,558446111,Tilden,Manhattan,Harlem,40.802907549205926,-73.95693069737236,Private room,45,30,0,,,9,241,0,
925061861990351802,Room In Central Manhattan,404355372,Kay,Manhattan,Harlem,40.804716989240184,-73.9566878270211,Private room,60,30,2,2023-09-15,0.27,5,135,2,
46137867,"Comfortable, quiet, private apt., perfect for 2",11904916,Helen,Brooklyn,Gravesend,40.5902,-73.96901,Entire home/apt,89,30,1,2023-09-20,0.18,1,255,1,
28859648,Spacious room in a Beautiful house,217591735,Alison,Brooklyn,Williamsburg,40.70786,-73.93756,Private room,80,30,2,2019-04-28,0.03,2,80,0,
16274061,Spacious studio on riverside park,104228825,Adam,Manhattan,Upper West Side,40.80132,-73.9717,Entire home/apt,130,30,8,2022-05-20,0.12,1,362,0,
50348687,"Convenient 2nd floor, modern w/ free WiFi.",406616783,Ken,Brooklyn,Canarsie,40.64282,-73.91394,Entire home/apt,175,30,24,2023-08-13,0.72,1,179,4,
11675279,Brooklyn Modern Home,61999615,Cindy,Brooklyn,East Flatbush,40.6358,-73.94024,Entire home/apt,295,30,82,2023-09-11,0.86,1,179,8,
52059533,Cozy Studio Apt~w/Washer/Dryer~Close to the Subway,28223424,Wayne,Brooklyn,East Flatbush,40.66479,-73.92768,Entire home/apt,75,31,100,2024-01-17,3.32,2,139,28,
52174275,2 Bedroom Close To Subway!,9289171,Chaim,Brooklyn,Crown Heights,40.66682,-73.93297,Entire home/apt,149,1,99,2024-02-20,3.29,2,102,36,Exempt
605592707196062589,The Crown on Pacific - 2nd fl,228590032,Karlyle,Brooklyn,Crown Heights,40.67618,-73.92664,Entire home/apt,157,30,73,2023-12-07,3.22,3,269,35,
218358,Your Haven in the Upper West Side,1129218,Orlando,Manhattan,Harlem,40.80592,-73.95172,Private room,85,30,28,2023-12-21,0.25,1,281,2,
769041142092977923,Central Apartment on Myrtle Ave,382990330,Iosif,Queens,Glendale,40.70289,-73.8815,Entire home/apt,300,30,12,2023-09-17,0.79,2,364,9,
15336596,Private bedroom in artsy NYC apartment.,77010815,Eean,Bronx,Norwood,40.87251,-73.87727,Private room,50,30,54,2023-11-30,0.63,2,365,15,
24961967,BEAUTIFUL LUX STUDIO -AMAZING ENTERTAINMENT SYSTEM,104684975,Studio,Brooklyn,Canarsie,40.64248,-73.90425,Entire home/apt,293,30,3,2020-01-01,0.06,1,88,0,
668683865066124331,Lovely 1 bedroom apt with private patio!,170568130,Ignacio,Manhattan,Upper West Side,40.7920348,-73.96620949999999,Entire home/apt,88,30,5,2023-10-28,0.27,11,126,4,
50027063,Spacious One Bedroom Entire Apt,193364875,Catia,Manhattan,Upper West Side,40.79996,-73.9666,Entire home/apt,127,30,131,2023-12-04,4.03,2,213,46,
985759878286679647,Cozy 2 bed Midwood Brooklyn,93868163,Eddy,Brooklyn,Flatlands,40.620896,-73.9383357,Entire home/apt,120,30,0,,,2,269,0,
1100942852808410364,Columbia campus,5735865,Usquire,Manhattan,Upper West Side,40.80242753863292,-73.96571715459599,Entire home/apt,119,30,0,,,23,269,0,
45781965,"Spectacular UWS 2 Bed w/Gym, Laundry, Rooftop#6105",113723310,MyNyHousing,Manhattan,Upper West Side,40.78986740112305,-73.97322845458984,Entire home/apt,220,30,6,2023-03-31,0.16,62,364,1,
779838,rent whole apt. classy 1-bedroom upper west side,4040811,Paris,Manhattan,Upper West Side,40.79865,-73.97135,Entire home/apt,260,30,15,2023-06-18,0.21,2,365,2,
590376779560856799,Remsen Studio,18057505,Michael,Brooklyn,East Flatbush,40.66083,-73.92853,Entire home/apt,125,30,40,2023-10-20,1.80,3,103,22,
1085617865664396412,Full Bedroom A in #269: Chinatown,558528704,Ferran,Manhattan,Chinatown,40.71503818801582,-73.99467826906569,Private room,99,30,0,,,12,67,0,
54240974,Apartment in Clinton Hills Brooklyn,409362260,Melissa,Brooklyn,Prospect Heights,40.68137,-73.96584,Entire home/apt,155,30,21,2023-11-18,1.25,1,250,17,
1021077259072899973,3 REAL BDRM in prime East Village,366413815,Cristina,Manhattan,East Village,40.72871135333578,-73.98548185597,Entire home/apt,492,3,7,2024-02-19,2.33,3,188,7,Exempt
12051116,Large 1BD with park views on the Upper West Side,6255163,Tracy,Manhattan,Upper West Side,40.79914,-73.96288,Entire home/apt,199,30,37,2023-11-08,0.39,1,34,6,
38871661,"Modern, ideal long term, Montefiore professionals",297673205,Michael,Bronx,Morris Park,40.84771,-73.84733,Private room,70,30,84,2023-12-19,1.55,2,126,5,
710330070838976659,High tech studio apartment on the bay,456035465,Valentin,Brooklyn,Sheepshead Bay,40.58352,-73.95222,Entire home/apt,178,3,33,2023-11-03,1.83,1,365,18,OSE-STRREG-0001392
1064584754447666681,The Bergen Beach apartment,151698195,Rose,Brooklyn,Bergen Beach,40.623742949698986,-73.91624000447527,Entire home/apt,150,30,0,,,1,269,0,
756339762760284119,"Blueground | UWS, elevator & w/d, nr Central Park",107434423,Blueground,Manhattan,Upper West Side,40.7965451,-73.9689506,Entire home/apt,317,31,0,,,842,317,0,
970248007829272555,The Canarsie Retreat,189237804,Kadeen,Brooklyn,Canarsie,40.64086042172758,-73.91154907643795,Entire home/apt,253,30,0,,,1,180,0,
48100776,"Blueground | UWS, doorman, elevator, nr park",107434423,Blueground,Manhattan,Upper West Side,40.7911888,-73.9737101,Entire home/apt,226,31,0,,,842,280,0,
52307085,Rockaway Surf bungalow,420297717,Joseph,Queens,Rockaway Beach,40.58959,-73.81339,Entire home/apt,70,30,27,2023-09-04,0.92,6,90,3,
833387789507424733,Lux Apartment in Williamsburg with Balconies!,502492269,David,Brooklyn,Williamsburg,40.7174883,-73.96351179999999,Private room,500,30,0,,,2,364,0,
610038530448408701,"Infront of Prospect Park, washer/dryer, room #342",3223938,Eugene,Brooklyn,Flatbush,40.64786,-73.96879,Private room,42,90,0,,,628,0,0,
932658646851116915,Discover a Hidden Gem,524902261,Clyde,Brooklyn,Bergen Beach,40.6269011,-73.9151887,Entire home/apt,500,30,1,2023-09-24,0.18,1,365,1,
890605012074207485,Diors Luxurious Stay,247548077,Clintisha,Brooklyn,East Flatbush,40.64775316502993,-73.927065774488,Entire home/apt,189,30,1,2023-06-25,0.12,2,365,1,
40563519,Just as home,244116720,Carsandra,Bronx,Throgs Neck,40.82567,-73.82069,Private room,80,30,77,2023-05-29,1.49,5,90,5,
1082555307257202573,Cozy 3 Bedroom Williamsburg Apt,460624166,Yaritza,Brooklyn,Williamsburg,40.71404,-73.93939,Entire home/apt,337,2,0,,,2,77,0,OSE-STRREG-3427221
960875317288334604,"NYC Family Friendly Airbnb (LaGuardia, SUNY MTM)",415255533,Patt,Bronx,Throgs Neck,40.83400876207468,-73.81829238373949,Private room,175,30,7,2023-10-01,1.18,1,269,7,
1012610921280338920,Prime 3 Bedroom Loft by Central Park,543489294,William,Manhattan,Upper West Side,40.79785,-73.963,Entire home/apt,391,6,13,2024-03-05,3.10,1,101,13,Exempt
1036302925052852340,Central Park Bliss 3Bed UWS Home,544149611,Elodia,Manhattan,Upper West Side,40.80041021264202,-73.96042232251061,Entire home/apt,316,6,5,2024-02-04,1.58,1,125,5,Exempt
607787384382455500,"Blueground | UWS, doorman, nr Central Park",107434423,Blueground,Manhattan,Upper West Side,40.7911888,-73.9737101,Entire home/apt,225,31,0,,,842,341,0,
879086597641967400,Charming and luxurious apartment,18664080,Nesrine,Brooklyn,Williamsburg,40.71318,-73.96515,Entire home/apt,130,30,5,2023-08-25,0.49,1,350,5,
16212767,Studio with private entrance near Central Park.,6082745,Tracey,Manhattan,Upper West Side,40.78537,-73.9729,Entire home/apt,149,30,17,2021-08-14,0.20,1,180,0,
998755993815788295,"Park Side Living, Get Cozy",40385488,Address In NYC,Manhattan,Upper West Side,40.8014143940537,-73.96623562794638,Entire home/apt,211,4,2,2024-03-01,0.43,24,273,2,Exempt
1036723444253066735,"Iconic NYC, Central Park Gem, Pets Are Allowed!",496932087,Reservations,Manhattan,Midtown,40.76391026108772,-73.97613051051803,Private room,936,1,0,,,279,329,0,Exempt
1027191919081337511,"5 bdrm, 2 bath apt on Manhattan’s Upper West Side!",492313000,Heather,Manhattan,Upper West Side,40.79754114987435,-73.96469920979514,Entire home/apt,441,2,8,2024-02-25,3.48,1,68,8,Exempt
54238875,"Blueground | UWS, doorman, gym, nr Central Park",107434423,Blueground,Manhattan,Upper West Side,40.7911888,-73.9737101,Entire home/apt,209,31,0,,,842,365,0,
15772447,Big Sunny Room in Huge DUMBO Loft,90025899,Harold,Brooklyn,DUMBO,40.70355,-73.98492,Private room,147,2,380,2024-02-20,4.27,1,8,75,OSE-STRREG-0000251
44631955,Large 1 Bedroom on Upper West Side. Prime Location,17070752,David,Manhattan,Upper West Side,40.78512,-73.97536,Entire home/apt,250,30,35,2023-01-04,0.82,1,363,0,
955641002931211440,"Blueground | UES, balcony & doorman, nr park",107434423,Blueground,Manhattan,Upper East Side,40.77731470000001,-73.96312150000001,Entire home/apt,2828,31,0,,,842,337,0,
800225555580524286,Big Shoppers HavenKingsPlazaMall,417850661,Mark,Brooklyn,Mill Basin,40.610406250988945,-73.92222572174177,Entire home/apt,179,30,7,2023-07-17,0.54,2,341,5,
594705719138931356,SUNNY Quiet 1-br condo near Central Park,452083306,Natasha,Manhattan,Upper West Side,40.79295,-73.96552,Entire home/apt,190,30,1,2022-08-13,0.05,1,365,0,
51195082,Beautiful humble abode in Brooklyn,400193201,Daniella,Brooklyn,Canarsie,40.63842,-73.91792,Entire home/apt,116,30,35,2023-09-09,1.86,1,84,20,
905109635719237037,Enjoy a Hassle-Free Stay! Onsite Parking,25138314,RoomPicks By Antony,Manhattan,Midtown,40.76317,-73.97708,Private room,999,1,0,,,108,113,0,Exempt
1076228492130705779,HOT DEAL! Homely Private room in Manhattan,558230258,Tilden,Manhattan,East Harlem,40.7982,-73.94384,Private room,56,30,0,,,6,250,0,
51008522,"Blueground | UWS, doorman, gym, nr 1 line",107434423,Blueground,Manhattan,Upper West Side,40.78969,-73.9744,Entire home/apt,258,31,1,2023-12-27,0.42,842,333,1,
42476362,Amazing Central Park Garden Apartment !!!,81335,Evan,Manhattan,Upper West Side,40.78202,-73.97593,Entire home/apt,208,30,16,2023-10-02,0.36,6,365,3,
43012924,"Brand new 3 bedroom apt, sunny, subway 3 minutes.",75395247,Ramiro,Brooklyn,Williamsburg,40.7074,-73.96202,Entire home/apt,150,30,12,2024-01-07,0.25,5,59,4,
43421180,"Sunny & quiet 1 BR near Park, subway crosstown bus",346048673,Ippolita,Manhattan,Upper West Side,40.78442,-73.97276,Entire home/apt,390,30,4,2023-10-29,0.20,1,207,3,
847601654133805278,"Blueground | UWS, doorman & gym, nr Central Park",107434423,Blueground,Manhattan,Upper West Side,40.7911888,-73.9737101,Entire home/apt,226,31,0,,,842,291,0,
3962389,Two bedroom fully furnished apt.,20534981,Charlayne,Brooklyn,Flatlands,40.61942,-73.92315,Entire home/apt,125,30,12,2021-02-08,0.11,1,0,0,
1081743243862834833,1BR Close to Museum and Parks,527160294,Noel,Manhattan,Upper West Side,40.78874336494475,-73.9761236330168,Entire home/apt,2000,1,0,,,2,365,0,OSE-STRREG-1033133
713214108006823555,Roomy Stay 203,471922429,Smatha,Brooklyn,Flatbush,40.62983,-73.96376,Private room,225,30,3,2023-09-04,0.17,4,365,1,
829141633548661267,Sunny 4bd Park Slope brownstone,7557124,Milena,Brooklyn,Park Slope,40.67101877405861,-73.98266781399269,Entire home/apt,499,30,5,2023-07-23,0.45,1,230,5,
49476517,"Blueground | Kips Bay, gym, doorman, garage",107434423,Blueground,Manhattan,Kips Bay,40.74021949999999,-73.9795651,Entire home/apt,371,31,0,,,842,253,0,
1097895081984963736,Cozy Room at Great Safe Location,6655776,Nicholas,Manhattan,Morningside Heights,40.80333094417591,-73.96374718220389,Private room,80,30,0,,,2,269,0,
618731819301540593,FULL OF LIGHT DUPLEX,2100968,Elodie,Brooklyn,Windsor Terrace,40.6574,-73.98495,Entire home/apt,300,30,1,2023-01-01,0.07,1,365,0,
780425103852052460,Charming 1 bdrm loft on UWS,103035237,Alexis,Manhattan,Upper West Side,40.7790405,-73.9760125,Entire home/apt,250,30,0,,,1,305,0,
965075878880346855,"Blueground | Upper West Side, doorman, nr park",107434423,Blueground,Manhattan,Upper West Side,40.79364,-73.97303,Entire home/apt,259,31,0,,,842,334,0,
53857512,Huge Room Private Bathroom 20min to Manhattan #278,3223938,Eugene,Brooklyn,Bedford-Stuyvesant,40.69571,-73.95671,Private room,49,90,0,,,628,0,0,
26560159,"Sweet cozy entire 1-bedroom Apt, central Brooklyn",16782911,Denna,Brooklyn,East Flatbush,40.6636,-73.93941,Entire home/apt,114,30,21,2023-11-02,0.31,1,262,6,
592770456978707178,Spacious Studio with Lots of Light Near Columbia,385129361,Central Park Apartments,Manhattan,Upper West Side,40.79779,-73.96226,Entire home/apt,105,30,3,2023-11-11,0.16,35,173,2,
836435885170591095,"Studio in NYC close to airports JFK, LGA & Casino",260263099,Ercilia,Queens,Howard Beach,40.65997051835218,-73.8423964427778,Private room,110,1,96,2024-03-04,7.98,1,303,96,OSE-STRREG-0000180
1183005,Hostess Dawn in Brooklyn.,6471326,Dawn,Brooklyn,East Flatbush,40.64483642578125,-73.95040893554688,Private room,89,30,1,2019-10-13,0.02,1,364,0,
1034127602506574999,Apartment in Brooklyn,65925820,Kishma,Brooklyn,Bergen Beach,40.62665,-73.91274,Entire home/apt,299,30,0,,,2,270,0,
34123251,Charming Park Slope 2BR (15 Minutes to Manhattan!),257629980,Rose,Brooklyn,Gowanus,40.67078,-73.9923,Entire home/apt,93,30,104,2023-11-16,1.78,1,333,6,
1096472331595557358,"HUGE Furnished HDTV Room, 38 min to Manhattan #71",3223938,Eugene,Brooklyn,Midwood,40.628668322362046,-73.95676720407575,Private room,33,30,0,,,628,0,0,
52641304,A/C Full  Size BR in a Boutique Apt.Ridgewood NY,86020908,Celia Mishelly,Queens,Ridgewood,40.699,-73.90107,Private room,108,30,23,2023-10-10,0.79,2,90,9,
893129836556260443,Relaxing NY Oasis,515140223,Marie,Brooklyn,East Flatbush,40.64278191160549,-73.92354504586099,Entire home/apt,89,30,2,2024-02-15,0.25,1,340,2,
1063020,Private Brownstone,5851210,Amy,Manhattan,East Harlem,40.79346,-73.94374,Entire home/apt,115,31,245,2022-11-25,1.86,2,62,0,
27952742,NY3182-4 Pvt Rm Full Bed Keypad Easy Parking,211136294,Sharon,Bronx,Schuylerville,40.8366813659668,-73.83421325683594,Private room,80,30,159,2023-11-17,2.37,9,270,40,
839002442072975085,New Studio Prime UES ~W/D in unit,27181542,JT Urban,Manhattan,Upper East Side,40.76308887462451,-73.96559795001842,Entire home/apt,130,30,1,2023-04-28,0.10,64,145,1,
2214710,2BR Flex: Cleaning CDC guidelines implemented,7503643,Vida,Brooklyn,Greenpoint,40.7254,-73.94067,Entire home/apt,159,30,1,2019-10-27,0.02,12,280,0,
578923571089407152,Sweet suite,443495311,Trevor,Brooklyn,Flatbush,40.642128,-73.951813,Private room,136,30,8,2023-09-30,0.34,2,365,2,
896486644984575401,The Brooklyn PINK,214760191,Ahmad,Brooklyn,East New York,40.67913,-73.87902,Private room,272,2,23,2023-11-10,2.48,1,119,23,OSE-STRREG-0001377
838312418978975100,Chic Apartment in Manhattan,466783694,Extend,Manhattan,Upper East Side,40.77164571331742,-73.96489162882538,Entire home/apt,380,30,0,,,1,44,0,
839728752538060549,North Slope 1 Bedroom 1 Bath,452459370,Lee,Brooklyn,Park Slope,40.67151014867193,-73.97943128976102,Entire home/apt,125,30,0,,,1,363,0,
1019554505167865654,Greenpoint 2 bedroom,144600637,Ali,Brooklyn,Greenpoint,40.723289990118836,-73.93997138304954,Entire home/apt,120,30,1,2024-02-16,1,2,342,1,
46449888,3 BED 2 BATH Pre-War Williamsburg Brooklyn APT,144602805,Sung Ae,Brooklyn,Williamsburg,40.708581070965586,-73.96545563512909,Entire home/apt,185,30,4,2023-11-14,0.37,3,285,4,
1050438430162716074,Central Park Cozy Work Retreat,2788934,Andrew,Manhattan,Upper West Side,40.79997238393558,-73.96206383060398,Private room,76,30,0,,,4,57,0,
8741124,Tree-lined Brooklyn Getaway,37413524,Lucie,Brooklyn,Midwood,40.61333,-73.96804,Private room,70,30,36,2023-07-01,0.35,1,363,1,
824811980486472568,Lovely and Comfy Studio in NYC!,424296351,Michael,Manhattan,Upper East Side,40.76193804005102,-73.96101075976738,Entire home/apt,92,30,1,2023-10-13,0.20,74,290,1,
695555320920928634,"Bolgheri, work from home, quiet, Self Check-In",344299101,Debbie,Brooklyn,East New York,40.67007,-73.8781,Private room,50,30,0,,,7,65,0,
824679086783355249,Central Park West Furnished 1 Bedroom Apartment,424296351,Michael,Manhattan,Upper West Side,40.78580906629036,-73.9738807167625,Entire home/apt,109,30,0,,,74,241,0,
1251681,Entire House in Brooklyn,6819812,Margarita,Brooklyn,Kensington,40.64488,-73.97254,Entire home/apt,270,30,26,2023-07-31,0.30,1,31,5,
895681617796889995,Hip garden retreat near Park!,14251313,Kristin,Brooklyn,Sunset Park,40.65891327003646,-73.9895897321432,Entire home/apt,292,30,12,2023-10-19,1.32,1,365,12,
1016768226092945441,Stylish Urban Apartment along Columbus Avenue,2867137,Avi,Manhattan,Upper West Side,40.78750242631152,-73.97173200564434,Entire home/apt,125,30,1,2024-02-16,1,96,364,1,
1030444276967966170,Beautiful room Central Park W,490856120,Ad,Manhattan,Upper West Side,40.80058428652276,-73.96077001703586,Private room,56,30,0,,,2,269,0,
1019679793972081651,Mi habitación privada en la Casita #2,423535172,Justa,Brooklyn,Cypress Hills,40.68539032138658,-73.87411219731509,Private room,39,30,0,,,8,178,0,
673945070295033994,75-2C  Furnished 1BR W/D Elev WD Central park,162280872,Urban Furnished,Manhattan,Upper East Side,40.7707911,-73.95750079999999,Entire home/apt,170,30,2,2023-01-29,0.12,250,335,0,
774049935883707009,Cozy Loft with Private rooftop in a PENThouse,12950555,Brynda,Brooklyn,Flatbush,40.65034,-73.95907,Private room,85,5,6,2024-03-04,0.40,3,132,5,OSE-STRREG-0001024
8173434,2 bdrm LOFT-near metro-Direct line to Manhattan,38378985,Rebekah,Brooklyn,Bedford-Stuyvesant,40.67895,-73.94051,Entire home/apt,,30,168,2020-08-30,1.63,1,0,0,
48159314,"Greenwood Gardens - 1 bedroom, office and backyard",383843731,Raymond,Brooklyn,Sunset Park,40.66129,-73.99064,Entire home/apt,325,30,79,2023-11-01,2.34,3,365,20,
825129,Room w/pvt bathroom on Central Park,1490833,Patrick,Manhattan,Upper West Side,40.79525,-73.96385,Private room,142,31,193,2020-03-04,1.42,1,266,0,
920282204227507329,Alcove Studio near Central Park - Private Balcony,2867137,Avi,Manhattan,Upper West Side,40.78895295801738,-73.97212187907978,Entire home/apt,125,30,2,2024-01-20,0.48,96,364,2,
855278854719325501,Queen size bed 2,143127602,Fritz,Brooklyn,East New York,40.657905285049324,-73.89365149333874,Private room,107,30,6,2023-07-26,0.55,7,363,6,
948965851476384808,Bohemian Studio near Airports !,180277260,Yahira,Queens,Richmond Hill,40.694116808765,-73.84512225210142,Entire home/apt,99,30,6,2023-11-05,0.96,6,269,6,
846820283724677140,Nice and spacious 1 bedroom,462533214,Tobi,Manhattan,Harlem,40.8144137,-73.9517413,Entire home/apt,149,30,25,2023-10-20,2.09,1,87,25,
760831577880022251,"Big Private Unite 1BR, BathR, Kitchen / Lower leve",455342215,Allah,Queens,Ozone Park,40.68825,-73.84781,Entire home/apt,75,30,29,2023-08-27,1.82,2,364,23,
6739145,Ranch style house with driveway,25368839,Florence,Staten Island,Dongan Hills,40.58151,-74.08876,Entire home/apt,170,30,85,2022-09-10,0.80,1,362,0,
27134257,Riverdale Room,204276317,Aldo,Bronx,Kingsbridge,40.88149,-73.91013,Private room,50,30,6,2023-11-18,0.55,2,279,6,
8522933,Charming Cottage in Huge Victorian,44018877,Yves,Brooklyn,Flatbush,40.63796,-73.95136,Private room,172,30,326,2023-11-18,3.20,2,364,38,
20305160,Beach House Retreat. 15 minutes from Manhattan.,1715301,Mark,Staten Island,Fort Wadsworth,40.59324,-74.0608,Entire home/apt,600,30,0,,,3,365,0,
50890282,Wonderful convenient location! Spacious apartment.,408976756,Lucy,Brooklyn,Windsor Terrace,40.65958,-73.97883,Entire home/apt,200,30,60,2024-02-04,2.54,4,249,17,
581411547269622388,"Simple Friendly Private Room 2nd floor Harlem, NY",74038304,Cousin Connie,Manhattan,Harlem,40.80829,-73.95242,Private room,69,30,17,2024-01-03,0.79,1,359,13,
943356414637179490,"HDTV Room in Queens, laundry, AC & 2 windows #578",3223938,Eugene,Queens,Ridgewood,40.70040198145882,-73.90326492226035,Private room,45,90,0,,,628,0,0,
947312309893755569,Private Room & Bathroom in Apt.,12543868,Manuela,Brooklyn,Greenpoint,40.73231,-73.96187,Private room,110,31,0,,,1,263,0,
1076971713700684447,Charming Manhattan Cozy Private bedroom Rental,558446111,Tilden,Manhattan,Harlem,40.80308,-73.95787,Private room,44,30,0,,,9,268,0,
762426,Master Bedroom with bath overlooking Central Park,3799199,Jackie,Manhattan,Upper West Side,40.7988,-73.96113,Private room,100,30,18,2023-08-06,0.13,1,94,2,
994796226657433970,"Blueground | Midtown, doorman & wroof, nr park",107434423,Blueground,Manhattan,Midtown,40.76223,-73.975681,Entire home/apt,299,31,0,,,842,311,0,
995683781967427706,Greenwood Heights Delight - 3BR,540531448,Raymond,Brooklyn,Sunset Park,40.65941721823564,-73.99427665485419,Entire home/apt,291,3,8,2024-02-24,1.71,3,327,8,Exempt
780668483288863242,East Williamsburg Shared Flat,7555690,Braeden,Brooklyn,Williamsburg,40.71393,-73.93991,Private room,100,30,1,2023-09-05,0.16,1,176,1,
54314481,Sun-filled creative loft in the heart of Brooklyn,66638172,Ryder,Brooklyn,Williamsburg,40.70597,-73.93551,Entire home/apt,320,30,3,2023-02-14,0.13,1,155,0,
902864158605952927,Brooklyn Brownstone (NYC),66621063,Olivia,Brooklyn,Gowanus,40.679835,-73.9921624,Entire home/apt,550,30,13,2023-10-08,1.46,1,126,13,
46310724,PRIVATE ROOM |NEXT TO TIMES SQUARE|  ROOFTOP VIEW,374866296,Eris And Nik,Manhattan,Hell's Kitchen,40.76151,-73.98778,Private room,165,30,33,2023-08-31,0.82,1,180,6,
7210353,Private Room in Luxury LIC/NYC Apartment,12856103,Susan,Queens,Long Island City,40.74908,-73.9432,Private room,99,30,0,,,2,89,0,
736187,"Cozy, clean Greenpoint room with yard access",3842134,Dawn,Brooklyn,Greenpoint,40.72516,-73.95004,Private room,56,30,44,2023-10-05,0.32,2,350,3,
49074726,62-2B Renovated 1BR in Prime Upper East Side,162280872,Urban Furnished,Manhattan,Upper East Side,40.76400375366211,-73.96622467041016,Entire home/apt,129,30,1,2021-08-01,0.03,250,365,0,
1047204349448574301,Beautiful Central Park Apartment,331543890,Pia,Manhattan,Upper West Side,40.79547,-73.97173,Entire home/apt,225,30,0,,,1,240,0,
994795054239159286,"Blueground | Midtown, roofdeck & w/d, nr park",107434423,Blueground,Manhattan,Midtown,40.76223,-73.975681,Entire home/apt,392,31,0,,,842,335,0,
31189979,Park Slope Brownstone Garden Apartment,40231738,Thatcher,Brooklyn,Park Slope,40.67007,-73.9798,Entire home/apt,225,30,35,2023-06-01,0.58,1,65,2,
561114265573680580,ZEN Bedroom with patio!,37875894,Ania,Manhattan,Upper West Side,40.80269,-73.9677,Private room,240,3,43,2024-01-02,1.73,1,19,18,OSE-STRREG-0000577
27141013,Yva’s Oasis,204346423,Yva,Brooklyn,Flatlands,40.61955,-73.91772,Entire home/apt,75,30,68,2021-03-25,1.00,1,293,0,
685417342954618338,~THE  BROOKLYN  LUXE~,434413527,Joe,Brooklyn,Windsor Terrace,40.65853,-73.98189,Entire home/apt,650,31,17,2023-08-31,0.92,1,215,7,
599017022512024975,Modern and Spacious New Construction in Park Slope,11052073,Jonathan,Brooklyn,South Slope,40.66686,-73.98871,Entire home/apt,300,30,61,2023-11-27,2.63,1,160,14,
15994498,Cozy space in a family Brownstone,75710434,George,Manhattan,Harlem,40.80751,-73.95199,Private room,195,2,120,2023-12-05,1.36,1,33,22,OSE-STRREG-0001268
1101608849587480219,"Classic Townhouse 1BD Park Slope, nr Prospect Park",518583595,Mova,Brooklyn,Park Slope,40.6751983,-73.9778721,Entire home/apt,140,30,0,,,7,106,0,
39269487,nice and cozy room,291026998,Ghenadie,Brooklyn,Sheepshead Bay,40.60094,-73.95847,Private room,92,30,0,,,4,365,0,
1080462674336399167,Riverbank II by Rove Travel | 3BR UWS PH w/Terrace,17775359,Rove,Manhattan,Upper West Side,40.802143941312686,-73.96892672129951,Entire home/apt,432,30,0,,,62,356,0,
201992,Serene Park Slope Garden Apartment,988350,Andrea,Brooklyn,Park Slope,40.67466,-73.97853,Entire home/apt,190,30,106,2019-07-02,0.87,1,362,0,
987755360515824960,The Luxe Loft: A Red Hook Gem,502203679,Camille,Brooklyn,Red Hook,40.67722,-74.0135,Entire home/apt,225,30,0,,,1,269,0,
26897328,Charming 3-bedroom house with patio and parking!,72339782,Albert,Brooklyn,Windsor Terrace,40.65071,-73.98062,Entire home/apt,213,30,7,2023-08-13,0.35,1,181,5,
54860,Bedroom in my apartment with a private bathroom.,258164,Jenny,Manhattan,East Harlem,40.79934,-73.94236,Private room,125,30,302,2023-12-01,1.85,1,365,25,
684960054251261950,Cheerful New 2 Bedroom In The Heart Of Queens NYC!,313659194,Fahd,Queens,Richmond Hill,40.6865,-73.83304,Entire home/apt,138,30,28,2023-09-17,1.45,1,323,14,
